,Data do Anúncio,Ano,Trimestre,Data do Anúncio.1,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhões),Dólar (em milhões),Valor Informado,Município,Região,Descrição do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Período,Setor,Real,Dólar,FaixaValor,FaixaValorNome,SetorNome,RegiãoNro,klusterK3D,klusterBD3D
3301,2013-07-08,2013,3,2013-07-08,Lifan Motors,"Lifan Motors do Brasil Importação, Exportação e Comércio de Veículos",70.26,30.0,Sim,Salto,RA Sorocaba,Está sendo realizado o investimento de U$ 30 mi na cidade de Salto mas que a inauguração ocorrerá apenas no final do ano.,4511-1 - Comércio a varejo e por atacado de veículos automotores,4511-1 - Comércio a varejo e por atacado de veículos automotores,Implantação,2012 - 2013,1,70260000.0,30000000.0,5,G,Comércio,13,3,12
3302,2013-07-21,2013,3,2013-07-21,Usina São Manoel,Centro de Tecnologia Canavieira - CTC,270.0,119.9,Sim,São Manuel,RA Sorocaba,Instalação de unidade industrial para produzir etanol de 2ª geração,1931-4 - Fabricação de álcool,7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Ampliação,2012 - 2014,3,270000000.0,119900000.0,7,GG,Indústria,13,3,17
3303,2013-08-14,2013,3,2013-08-14,Novo Aeroporto Executivo de São Paulo - Naesp,JHSF Incorporações,500.0,213.5,Sim,São Roque,RA Sorocaba,Construção de aeroporto executivo privado,5240-1 - Atividades auxiliares dos transportes aéreos,4110-7 - Incorporação de empreendimentos imobiliários,Implantação,2012 - 2015,1,500000000.0,213500000.0,7,GG,Comércio,13,3,-1
3304,2013-09-27,2013,3,2013-09-27,Lojas Renner,Lojas Renner,7.1,3.13,Sim,Sorocaba,RA Sorocaba,Instalação de loja de roupas e acessórios no Shopping Cidade Sorocaba,4781-4 - Comércio varejista de artigos do vestuário e acessórios,"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",Implantação,2013 - 2013,1,7100000.0,3130000.0,3,M,Comércio,13,2,0
3305,2013-09-20,2013,3,2013-09-20,Cinematográfica Araújo,Cinematográfica Araújo,6.0,2.64,Sim,Sorocaba,RA Sorocaba,Inauguração de cinema no Shopping Cidade,5914-6 - Atividades de exibição cinematográfica,5914-6 - Atividades de exibição cinematográfica,Implantação,2013 - 2013,7,6000000.0,2640000.0,3,M,Serviços,13,0,4
3306,2013-09-13,2013,3,2013-09-13,Unimed Sorocaba,Unimed de Sorocaba Cooperativa de Trabalho Médico,29.99,13.21,Sim,Sorocaba,RA Sorocaba,Inauguração de unidade de atendimento avançado Doutor Basílio Cassar,6550-2 - Planos de saúde,6550-2 - Planos de saúde,Implantação,2013 - 2013,7,29990000.0,13210000.0,5,G,Serviços,13,1,15
3307,2013-02-07,2013,3,2013-02-07,AES Eletropaulo,Eletropaulo Metropolitana Eletricidade de São Paulo - AES Eletropaulo,40.0,17.76,Sim,Barueri,RM São Paulo,Instalação do novo centro de Operação da distribuição - COD,3514-0 - Distribuição de energia elétrica,3514-0 - Distribuição de energia elétrica,Implantação,2013 - 2013,5,40000000.0,17760000.0,5,G,Infraestrutura,1,1,5
3308,2013-09-20,2013,3,2013-09-20,Grand Bourbon Alphaville,Goincorp Incorporações e Empreendimentos Imobiliários,240.0,105.72,Sim,Barueri,RM São Paulo,Construção de hotel em Alphaville,5510-8 - Hotéis e similares,4110-7 - Incorporação de empreendimentos imobiliários,Implantação,2013 - 2014,7,240000000.0,105720000.0,7,GG,Serviços,1,1,16
3309,2013-09-07,2013,3,2013-09-07,FGS Brasil,FGS Brasil Indústria e Comércio,60.0,26.64,Sim,Cajamar,RM São Paulo,Ampliação da produção da fábrica de tubos de polietileno de alta densidade (PEAD),2223-4 - Fabricação de tubos e acessórios de material plástico para uso na construção,2223-4 - Fabricação de tubos e acessórios de material plástico para uso na construção,Ampliação,2011 - 2013,3,60000000.0,26640000.0,5,G,Indústria,1,3,7
3310,2013-09-09,2013,3,2013-09-09,Nação Verde,Horus Falcão Comercial,0.2,0.09,Sim,Cotia,RM São Paulo,Inauguração de franquia de loja de produtos orgânicos e naturais,4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,Implantação,2013 - 2013,1,200000.0,90000.0,1,P,Comércio,1,2,13
3311,2013-08-29,2013,3,2013-08-29,Sabesp,Companhia de Saneamento Básico do Estado de São Paulo - Sabesp,525.0,224.18,Sim,Diadema,RM São Paulo,"Concessão da manutenção e ampliação do serviço de abastecimento de água e tratamento de esgotos, por 30 anos","3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação,2013 - 2043,5,525000000.0,224180000.0,7,GG,Infraestrutura,1,1,8
3312,2013-05-08,2013,3,2013-05-08,Gollog,Move x Press Serviços Auxiliares de Transportes,0.2,0.09,Sim,Diadema,RM São Paulo,Abertura de franquia de envio de documentos e cargas,5320-2 - Atividades de malote e de entrega,5240-1 - Atividades auxiliares dos transportes aéreos,Implantação,2013 - 2013,5,200000.0,90000.0,1,P,Infraestrutura,1,0,20
3313,2013-08-22,2013,3,2013-08-22,Sistema Produtor São Lourenço - SPSL,Sistema Produtor São Lourenço - SPSL,2210.0,943.68,Sim,Diversos municípios-RMSP,RM São Paulo,"Construção  de rede de abastecimento de água, coleta de esgoto do sistema produtor São Lourenço","3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água/4222-7 - Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",Ampliação,2013 - 2018,5,2210000000.0,943680000.0,7,GG,Infraestrutura,1,1,8
3314,2013-08-21,2013,3,2013-08-21,CPTM,Companhia Paulista de Trens Metropolitanos - CPTM,2100.0,896.71,Sim,Diversos municípios-RMSP,RM São Paulo,Implantação da Linha 13 Jade de trem metropolitano,4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2013 - 2015,5,2100000000.0,896710000.0,7,GG,Infraestrutura,1,1,8
3315,2013-06-07,2013,3,2013-06-07,EMTU,Empresa Metropolitana de Transportes Urbanos de São Paulo - EMTU,57.7,25.62,Sim,Diversos municípios-RMSP,RM São Paulo,"Construção de corredor metropolitano tipo BRT entre Jandira e São Paulo (Butantã), trecho Jandira - Itapevi","4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana","4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",Ampliação/Modernização,2013 - 2014,5,57700000.0,25620000.0,5,G,Infraestrutura,1,1,5
3316,2013-09-08,2013,3,2013-09-08,EMTU,Empresa Metropolitana de Transportes Urbanos de São Paulo - EMTU,250.0,106.75,Sim,Diversos municípios-RMSP,RM São Paulo,Construção de corredor de ônibus Guarulhos-São Paulo (Tucuruvi),"4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana","4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",Ampliação/Modernização,2012 - 2015,5,250000000.0,106750000.0,7,GG,Infraestrutura,1,1,8
3317,2013-06-09,2013,3,2013-06-09,EMTU,Empresa Metropolitana de Transportes Urbanos de São Paulo - EMTU,127.4,56.12,Sim,Diversos municípios-RMSP,RM São Paulo,Construção de corredor metropolitano tipo BRT entre Itapevi-Cotia,"4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana","4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",Ampliação/Modernização,2013 - 2015,5,127400000.0,56120000.0,7,GG,Infraestrutura,1,1,8
3318,2013-09-19,2013,3,2013-09-19,EMTU,Empresa Metropolitana de Transportes Urbanos de São Paulo - EMTU,137.5,60.57,Sim,Diversos municípios-RMSP,RM São Paulo,Construção de corredor de ônibus Guarulhos-ABD,"4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana","4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",Implantação,2013 - 2015,5,137500000.0,60570000.0,7,GG,Infraestrutura,1,1,8
3319,2013-10-07,2013,3,2013-10-07,NTN-SNR,NTN do Brasil Produção de Semi-Eixos,50.0,22.2,Sim,Guarulhos,RM São Paulo,Ampliação e modernização da fábrica de rolamentos automotivos,2944-1 - Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,2944-1 - Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,Ampliação/Modernização,2010 - 2014,3,50000000.0,22200000.0,5,G,Indústria,1,3,7
3320,2013-07-08,2013,3,2013-07-08,Livraria Saraiva,Saraiva e Siciliano,1.06,0.45,Sim,Guarulhos,RM São Paulo,Abertura de livraria no aeroporto de Cumbica,"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria","4761-0 - Comércio varejista de livros, jornais, revistas e papelaria",Implantação,2013 - 2013,1,1060000.0,450000.0,3,M,Comércio,1,2,0
3321,2013-09-26,2013,3,2013-09-26,Ecopistas,Concessionária das Rodovias Ayrton Senna e Carvalho Pinto - Ecopistas,44.6,19.65,Sim,Guarulhos,RM São Paulo,Inauguração de trevo dos Pimentas na Rodovia SP 060 - Presidente Dutra,"5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados","5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados",Ampliação/Modernização,2012 - 2013,5,44600000.0,19650000.0,5,G,Infraestrutura,1,1,5
3322,2013-09-13,2013,3,2013-09-13,Laundromat Express,Laundromat Express,0.12,0.05,Sim,Guarulhos,RM São Paulo,Abertura de lavanderia automática em posto de gasolina na Rodovia Régis Bittencourt,"9601-7 - Lavanderias, tinturarias e toalheiros","9601-7 - Lavanderias, tinturarias e toalheiros",Implantação,2012 - 2013,7,120000.0,50000.0,1,P,Serviços,1,0,14
3323,2013-01-07,2013,3,2013-01-07,Assai Atacadista,Barcelona Comércio Varejista e Atacadista,35.0,15.54,Sim,Itaquaquecetuba,RM São Paulo,"Inauguração de atacado de produtos de mercearia, perecíveis, embalagens, bazar, higiene, bebidas e limpeza","4691-5 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2012 - 2013,1,35000000.0,15540000.0,5,G,Comércio,1,3,12
3324,2013-08-19,2013,3,2013-08-19,Serviço Nacional de Aprendizagem Industrial - Senai,Serviço Nacional de Aprendizagem Industrial - Senai,3.7,1.58,Sim,Jandira,RM São Paulo,Reforma de escola de ensino profissionalizante Professor Vicente Amato,8541-4 - Educação profissional de nível técnico,8599-6 - Atividades de ensino não especificadas anteriormente,Modernização,2010 - 2013,7,3700000.0,1580000.0,3,M,Serviços,1,0,4
3325,2013-08-31,2013,3,2013-08-31,Hospital Vital,Hospital Vitalidade,2.0,0.85,Sim,Mauá,RM São Paulo,Ampliação do hospital e inauguração do centro hemodinâmico,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,2012 - 2013,7,2000000.0,850000.0,3,M,Serviços,1,0,4
3326,2013-02-07,2013,3,2013-02-07,Makro,Makro Atacadista,35.0,15.54,Sim,Mogi das Cruzes,RM São Paulo,"Inauguração de atacado de produtos de mercearia, perecíveis, embalagens, bazar, higiene, bebidas e limpeza","4693-1 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários","4693-1 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",Implantação,2012 - 2013,1,35000000.0,15540000.0,5,G,Comércio,1,3,12
3327,2013-12-09,2013,3,2013-12-09,Super 8,Hotelpar Empreendimentos e Participações,11.0,4.85,Sim,Mogi das Cruzes,RM São Paulo,Construção de hotel,5510-8 - Hotéis e similares,6810-2 - Atividades imobiliárias de imóveis próprios,Implantação,2013 - 2013,7,11000000.0,4850000.0,5,G,Serviços,1,1,15
3328,2013-02-08,2013,3,2013-02-08,Seven Idiomas,Premium Cursos de Idiomas e Comércio de Material Didático,0.25,0.11,Sim,Osasco,RM São Paulo,Implantação de franquia de escola de inglês e espanhol,8593-7 - Ensino de idiomas,"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria",Implantação,2013 - 2013,7,250000.0,110000.0,1,P,Serviços,1,0,14
3329,2013-02-07,2013,3,2013-02-07,Nitto Denko,Nitto Denko América Latina,40.31,17.9,Sim,Santana de Parnaíba,RM São Paulo,Construção de fábrica de produtos para o setor automobilístico de aplicação em NVH no Polo Industrial do Cururuquara,2219-6 - Fabricação de artefatos de borracha não especificados anteriormente,2219-6 - Fabricação de artefatos de borracha não especificados anteriormente,Implantação,2012 - 2013,3,40310000.0,17900000.0,5,G,Indústria,1,3,7
3330,2013-09-20,2013,3,2013-09-20,Lojas Americanas,Lojas Americanas,2.5,1.1,Sim,Santo André,RM São Paulo,Inauguração de loja de departamentos no Atrium Shopping Santo André,"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2013 - 2013,1,2500000.0,1100000.0,3,M,Comércio,1,2,0
3331,2013-09-20,2013,3,2013-09-20,Casas Bahia,Casas Bahia Comercial,2.27,1.0,Sim,Santo André,RM São Paulo,Inauguração de loja de móveis e eletrodomésticos no Atrium Shopping Santo André,"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios","4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",Implantação,2013 - 2013,1,2270000.0,1000000.0,3,M,Comércio,1,2,0
3332,2013-09-20,2013,3,2013-09-20,Lojas Riachuelo,Lojas Riachuelo,2.03,0.9,Sim,Santo André,RM São Paulo,"Inauguração de loja de moda feminina, masculina, infanto-juvenil, moda casa, no Atrium Shopping Santo André",4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2013 - 2013,1,2030000.0,900000.0,3,M,Comércio,1,2,0
3333,2013-05-08,2013,3,2013-05-08,Gollog,Sigma Transportes e Logística,0.2,0.09,Sim,Santo André,RM São Paulo,Abertura de franquia de envio de documentos e cargas,5320-2 - Atividades de malote e de entrega,4930-2 - Transporte rodoviário de carga,Implantação,2013 - 2013,5,200000.0,90000.0,1,P,Infraestrutura,1,0,20
3334,2013-09-25,2013,3,2013-09-25,Cervejaria Theodora,Cervejaria Theodora,2.0,0.88,Sim,Santo André,RM São Paulo,Inauguração de cervejaria artesanal,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2010 - 2013,1,2000000.0,880000.0,3,M,Comércio,1,2,0
3335,2013-08-26,2013,3,2013-08-26,Idekos Cowork,Idekos Cowork,0.02,0.01,Sim,Santo André,RM São Paulo,Instalação de escritórios compartilhados,6810-2 - Atividades imobiliárias de imóveis próprios,6810-2 - Atividades imobiliárias de imóveis próprios,Implantação,2012 - 2013,7,20000.0,10000.0,1,P,Serviços,1,0,14
3336,2013-12-08,2013,3,2013-12-08,Mazurky,Mazurky Indústria e Comércio de Embalagens,1.8,0.77,Sim,São Bernardo do Campo,RM São Paulo,Compra de equipamentos e readequação da fabrica de embalagens de papelão ondulado.,1733-8 - Fabricação de chapas e de embalagens de papelão ondulado,1733-8 - Fabricação de chapas e de embalagens de papelão ondulado,Ampliação,2008 - 2013,3,1800000.0,770000.0,3,M,Indústria,1,2,1
3337,2013-05-08,2013,3,2013-05-08,Volkswagen,Volkswagen do Brasil Indústria de Veículos Automotores,10.0,4.27,Sim,São Bernardo do Campo,RM São Paulo,Compra de equipamentos para testes nos veículos em produção,"2910-7 - Fabricação de automóveis, camionetas e utilitários","2910-7 - Fabricação de automóveis, camionetas e utilitários",Ampliação/Modernização,2013 - 2013,3,10000000.0,4270000.0,5,G,Indústria,1,3,7
3338,2013-07-15,2013,3,2013-07-15,Cooperativa de Consumo - Coop,Cooperativa de Consumo - Coop,0.39,0.17,Sim,São Bernardo do Campo,RM São Paulo,Inauguração de posto de combustível,4731-8 - Comércio varejista de combustíveis para veículos automotores,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2012 - 2013,1,390000.0,170000.0,1,P,Comércio,1,2,13
3339,2013-09-16,2013,3,2013-09-16,Panólatras,Ligia Belarmino da Silva,0.06,0.03,Sim,São Bernardo do Campo,RM São Paulo,Compra de impressora estampas de tecidos,"4755-5 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho","4755-5 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho",Ampliação/Modernização,2013 - 2013,1,60000.0,30000.0,1,P,Comércio,1,2,13
3340,2013-09-17,2013,3,2013-09-17,Lojas Riachuelo,Lojas Riachuelo,2.73,1.2,Sim,São Bernardo do Campo,RM São Paulo,"Abertura de loja conceito Riachuelo mulher"" de moda feminina, masculina, infanto-juvenil, moda casa no Golden Square Shopping""",4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2013 - 2014,1,2730000.0,1200000.0,3,M,Comércio,1,2,0
3341,2013-09-20,2013,3,2013-09-20,Lacoste,Izilda Aparecida de Carvalho Aziz,0.6,0.26,Sim,São Bernardo do Campo,RM São Paulo,Inauguração de franquia de loja de roupas no Golden Square,4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2013 - 2013,1,600000.0,260000.0,1,P,Comércio,1,2,13
3342,2013-08-13,2013,3,2013-08-13,Shopping Metrópole,Sonae Sierra Brasil,8.0,3.42,Sim,São Bernardo do Campo,RM São Paulo,Ampliação do Shopping,6822-6 - Gestão e administração da propriedade imobiliária,4110-7 - Incorporação de empreendimentos imobiliários,Ampliação/Modernização,2013 - 2013,7,8000000.0,3420000.0,3,M,Serviços,1,0,4
3343,2013-08-19,2013,3,2013-08-19,Instituto Mauá de Tecnologia - IMT,Instituto Mauá de Tecnologia  - IMT,200.0,85.4,Sim,São Bernardo do Campo,RM São Paulo,"Instalação de centro de certificação, prestação de serviços e desenvolvimento de pesquisa em segurança veicular e mobilidade, colisão de veículos ou crash test""""",7120-1 - Testes e análises técnicas,8532-5 - Educação superior - graduação e pós-graduação,Implantação,2014 - 2016,7,200000000.0,85400000.0,7,GG,Serviços,1,1,16
3344,2013-01-08,2013,3,2013-01-08,Confraria Paulistânia,Emcomex Empresa de Comércio Exterior,1.0,0.43,Sim,São Caetano do Sul,RM São Paulo,Inauguração de bar e loja da importadora de cervejas especiais Bier & Wein,4723-7 - Comércio varejista de bebidas,4635-4 - Comércio atacadista de bebidas,Implantação,2012 - 2013,1,1000000.0,430000.0,3,M,Comércio,1,2,0
3345,2013-07-26,2013,3,2013-07-26,Hospital São Luiz,Rede D'Or São Luiz,140.0,62.17,Sim,São Caetano do Sul,RM São Paulo,Construção de hospital,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantação,2010 - 2015,7,140000000.0,62170000.0,7,GG,Serviços,1,1,16
3346,2013-07-23,2013,3,2013-07-23,Le Pain Quotidien,LPQBR Restaurantes e Padarias,7.0,3.11,Sim,São Paulo,RM São Paulo,Instalação de padaria central,1091-1 - Fabricação de produtos de panificação,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2012 - 2013,7,7000000.0,3110000.0,3,M,Serviços,1,0,4
3347,2013-08-26,2013,3,2013-08-26,Mr. Green,Krest Internacional,1.2,0.51,Sim,São Paulo,RM São Paulo,Inauguração de lava-rápido de automóveis e bar no bairro do Limão,4520-0 - Manutenção e reparação de veículos automotores,"4693-1 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",Implantação,2012 - 2013,7,1200000.0,510000.0,3,M,Serviços,1,0,4
3348,2013-09-30,2013,3,2013-09-30,Lojas Americanas,Lojas Americanas,2.5,1.1,Sim,São Paulo,RM São Paulo,"Inauguração de loja de departamentos, móveis e eletrodomésticos no Shopping Eldorado","4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2013 - 2013,1,2500000.0,1100000.0,3,M,Comércio,1,2,0
3349,2013-07-27,2013,3,2013-07-27,Casa Mathilde,Casa Mathilde Doceria Tradicional Portuguesa,5.0,2.22,Sim,São Paulo,RM São Paulo,Inauguração de doçaria no bairro da Sé,"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",1091-1 - Fabricação de produtos de panificação,Implantação,2013 - 2013,1,5000000.0,2220000.0,3,M,Comércio,1,2,0
3350,2013-08-23,2013,3,2013-08-23,Bolo à Toa,Bolo à Toa Loja de Bolos,0.5,0.21,Sim,São Paulo,RM São Paulo,Inauguração de loja de bolos no bairro do Itaim Bibi,"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2013 - 2013,1,500000.0,210000.0,1,P,Comércio,1,2,13
3351,2013-07-21,2013,3,2013-07-21,Basico.com,Basico.com Comércio Eletrônico,1.13,0.5,Sim,São Paulo,RM São Paulo,Instalação de loja virtual de vestuário sem estampas,4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2012 - 2013,1,1130000.0,500000.0,3,M,Comércio,1,2,0
3352,2013-08-14,2013,3,2013-08-14,Tip Top,TDB Têxtil,3.0,1.28,Sim,São Paulo,RM São Paulo,Inauguração de loja Mega Store de moda infantil no bairro do Morumbi,4781-4 - Comércio varejista de artigos do vestuário e acessórios,1330-8 - Fabricação de tecidos de malha,Implantação,2012 - 2013,1,3000000.0,1280000.0,3,M,Comércio,1,2,0
3353,2013-08-14,2013,3,2013-08-14,Lojas Riachuelo,Lojas Riachuelo,5.46,2.33,Sim,São Paulo,RM São Paulo,"Inauguração de loja de moda feminina, masculina, infanto-juvenil, moda casa no Shopping Frei Caneca",4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2013 - 2013,1,5460000.0,2330000.0,3,M,Comércio,1,2,0
3354,2013-06-09,2013,3,2013-06-09,Highstil,Mr. Mooca Modas e Acessórios,0.5,0.22,Sim,São Paulo,RM São Paulo,Inauguração de franquia de loja moda masculina no Mooca Plaza Shopping,4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2013 - 2013,1,500000.0,220000.0,1,P,Comércio,1,2,13
3355,2013-09-26,2013,3,2013-09-26,Topshop,SAR Comércio  de Vestuário e Acessórios,3.5,1.54,Sim,São Paulo,RM São Paulo,Abertura de loja de roupas multimarcas no Shopping Iguatemi São Paulo,4781-4 - Comércio varejista de artigos do vestuário e acessórios,4781-4 - Comércio varejista de artigos do vestuário e acessórios,Implantação,2012 - 2013,1,3500000.0,1540000.0,3,M,Comércio,1,2,0
3356,2013-03-08,2013,3,2013-03-08,CPTM,Companhia Paulista de Trens Metropolitanos - CPTM,45.9,19.6,Sim,São Paulo,RM São Paulo,Reforma e modernização da estação ferroviária São Miguel da linha 12 Safira.,4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2012 - 2013,5,45900000.0,19600000.0,5,G,Infraestrutura,1,1,5
3357,2013-09-08,2013,3,2013-09-08,CPTM,Companhia Paulista de Trens Metropolitanos - CPTM,788.1,336.52,Sim,São Paulo,RM São Paulo,Aquisição de 240 vagões de trens,4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2013 - 2016,5,788100000.0,336520000.0,7,GG,Infraestrutura,1,1,8
3358,2013-08-30,2013,3,2013-08-30,Metrô,Companhia do Metropolitano de São Paulo - Metrô,2940.0,1255.39,Sim,São Paulo,RM São Paulo,"Construção do monotrilho que ligará o Ipiranga, Vila Prudente interligando a Linha Verde do Metrô - Linha 15 Prata",4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2009 - 2017,5,2940000000.0,1255390000.0,7,GG,Infraestrutura,1,1,8
3359,2013-01-07,2013,3,2013-01-07,Quasi Pronti,Quasi Pronti Restaurantes Brasil,0.9,0.4,Sim,São Paulo,RM São Paulo,Abertura de restaurante de culinária rápida especialista em massas no Shopping Ibirapuera,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2010 - 2013,1,900000.0,400000.0,1,P,Comércio,1,2,13
3360,2013-01-07,2013,3,2013-01-07,Quasi Pronti,Quasi Pronti Restaurantes Brasil,0.9,0.4,Sim,São Paulo,RM São Paulo,Abertura de restaurante de culinária rápida especialista em massas no Shopping Pátio Paulista,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2010 - 2013,1,900000.0,400000.0,1,P,Comércio,1,2,13
3361,2013-01-07,2013,3,2013-01-07,Quasi Pronti,Quasi Pronti Restaurantes Brasil,0.9,0.4,Sim,São Paulo,RM São Paulo,Abertura de restaurante de culinária rápida especialista em massas no Shopping  Aricanduva,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2010 - 2013,1,900000.0,400000.0,1,P,Comércio,1,2,13
3362,2013-07-17,2013,3,2013-07-17,Yoi! Rolls & Temaki,Temakeria Alameda,0.12,0.05,Sim,São Paulo,RM São Paulo,Abertura de restaurante dentro do supermercado Walmart Pacaembu,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2013 - 2013,1,120000.0,50000.0,1,P,Comércio,1,2,13
3363,2013-07-17,2013,3,2013-07-17,Mr. Cheney,MVT Alimentos,0.2,0.09,Sim,São Paulo,RM São Paulo,Inauguração de franquia especializada em cookies e guloseimas americanas no Shopping Metrô Tucuruvi,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2013 - 2013,1,200000.0,90000.0,1,P,Comércio,1,2,13
3364,2013-07-25,2013,3,2013-07-25,Barteco,BTC Comércio de Produtos Alimentícios,1.0,0.44,Sim,São Paulo,RM São Paulo,Inauguração de bar no bairro de Pinheiros,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2013 - 2013,1,1000000.0,440000.0,3,M,Comércio,1,2,0
3365,2013-07-25,2013,3,2013-07-25,Forquilha,Sociedade Baixo Madaleno,1.0,0.44,Sim,São Paulo,RM São Paulo,Inauguração de restaurante no bairro de Pinheiros,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2011 - 2013,1,1000000.0,440000.0,3,M,Comércio,1,2,0
